,orig_name,name,url,volume,options,Напиток,Вкус,С содержанием сока,Степень газирования,Упаковка,Стандарты производства,Состав,Энергетическая ценность в 100 г,Углеводы в 100 г,Срок годности,brend,category,Цвет,Тип,Объем,Материал корпуса,Материал колбы,Сохраняет холод,Высота,Диаметр/ширина корпуса,Вес,Особенности,В комплекте,Основа,Разбавитель,Степень глянца,Количество компонентов,Нанесение,Область применения,Материал обработки,Для внутренних работ,Для наружных работ,УФ защита,Время высыхания,Яхтный лак,Влагостойкий,Сохраняет тепло,Объем упаковки,Класс вязкости SAE,Класс ACEA,Класс ACEA (подробно),Двигатель,Тип двигателя,Назначение,Допуски,Тип баллона,Газ,Вид,Объем баллона,Масса газа,Соединение,Рабочее давление,Масса,Диаметр,Дополнительная информация,Срок службы,Подключение к водопроводу,Использование,Фильтрующий модуль в комплекте,Накопительная емкость,Мощность,Прозрачный корпус,Без сахара,Тип воды,Материал упаковки,Вид воды,Артезианская,Газированная,Страна производства,Сырье пива,Способ обработки пива,Крепость,Количество в упаковке,Блок,Дегустационные характеристики,Энергетическая ценность в 100 мл,Углеводы в 100 мл,Столовая,Уровень минерализации,Материал,Количество фигурок в наборе,Персонаж,Тип питания,Для детского питания,Спортивный колпачок,С добавлением сока,Рекомендуемый возраст,Гипоаллергенный,path,Родниковая,С винтовой крышкой,Белки в 100 г,Жиры в 100 г,Средство,Спрей,Тип кожи,Эффект,Масла и экстракты,Не содержит,Способ применения,Форма выпуска,Содержание сахара,Сорт винограда,Рекомендации по употреблению,Вид напитка,Жирность,Органический продукт,С мякотью,Витамины и минералы,Газированный,Стимулирующее вещество,Способ обработки,Пол,Верхние ноты,Средние ноты,Базовые ноты
1396,"Пепси вайлд черри 1,5 л пэт",Газированный напиток Pepsi Wild Cherry,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi-wild-cherry/163585594,"1,5",Газированный напиток Pepsi Wild Cherry;Газированный напиток Pepsi Mango;Газированный напиток Pepsi Dark Vanilla;Газированный напиток Pepsi;Газированный напиток Pepsi Max;Газированный напиток Pepsi Light,газированный напиток,"кола, вишня",,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-17998155-2013,"вода, краситель Е150d, подсластители (Е950, Е951), ароматизатор, регулятор кислотности (Е330, Е338), консервант Е202, кофеин (не более 150 мг/л)",0.7 ккал,0.07 г,"6 мес., хранить при температура от 0 до +35 градусов, беречь от воздействия прямого солнечного света",Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,"Пепси -Кола, 7-Up, Миринда вкус апельсина 2,0л       ",Газированный напиток Pepsi,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi/163585534,7,Газированный напиток Pepsi;Газированный напиток Pepsi;Газированный напиток Пепси-Кола;Газированный напиток Pepsi Max;Газированный напиток Pepsi;Газированный напиток Pepsi Wild Cherry,газированный напиток,кола,,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-17998155-2013,"вода, сахар, краситель (Е150d), регулятор кислотности (E338), кофеин (не более 150 мг/л), ароматизатор ""Пепси""",45 ккал,11.2 г,"6 мес., хранить при температура от 0 до +35 градусов, беречь от воздействия прямого солнечного света",Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,Пепси-Кола пл/бут. 2л Севен Ап пл/бут. 2л Миринда Апельсин пл/бут. 2л,Газированный напиток Mirinda,https://market.yandex.ru/product--gazirovannyi-napitok-mirinda/163584393,2,Газированный напиток Mirinda,газированный напиток,апельсин,да,сильногазированный,пластиковая бутылка,ТУ 9185-001-17998155-00,"вода, сахар, концентрированный апельсиновый сок, регулятор кислотности лимонная кислота, консервант сорбат калия, ароматизаторы, антиокислитель аскорбиновая кислота, стабилизатор гуммиарабик, подсластители (сукралоза, ацесульфам калия), красители (бета-апо-8'-каротиновый альдегид (C30, каротины)",27 ккал,7 г,"6 мес., хранить при температуре от 0 до +35 градусов, с относительной влажностью воздуха не более 75%, после вскрытия хранить в холодильнике в течение 24 часов, не подвергать воздействию прямого солнечного света",Mirinda,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,общее содержание сока 4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,"Пепси лайт 0,5л пэт",Газированный напиток Pepsi Light,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi-light/163584574,"0,5",Газированный напиток Pepsi Light;Газированный напиток Pepsi;Газированный напиток Pepsi Light;Газированный напиток Pepsi Light;Газированный напиток Pepsi Lime;Газированный напиток Pepsi Wild Cherry,газированный напиток,кола,,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-17998155-2013,"вода, краситель (Е150d), регуляторы кислотности (E330, Е338), подсластители (Е950, Е951), консервант (Е211), кофеин (не более 150 мг/л), ароматизаторы",0.4 ккал,,"6 мес., хранить при температура от 0 до +35 градусов, беречь от воздействия прямого солнечного света",Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,"ПЕПСИ ЛАЙТ.2,5Л",Газированный напиток Pepsi Light,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi-light/163584574,"2,5",Газированный напиток Pepsi Light;Газированный напиток Pepsi;Газированный напиток Pepsi Light;Газированный напиток Pepsi Lime;Напиток газированный Pepsi Light;Газированный напиток Pepsi Max,газированный напиток,кола,,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-17998155-2013,"вода, краситель (Е150d), регуляторы кислотности (E330, Е338), подсластители (Е950, Е951), консервант (Е211), кофеин (не более 150 мг/л), ароматизаторы",0.4 ккал,,"6 мес., хранить при температура от 0 до +35 градусов, беречь от воздействия прямого солнечного света",Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,"ПЕПСИ ЛАЙТ.2,5Л Товар представлен не во всех магазинах.",Газированный напиток Pepsi Light,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi-light/163584574,"2,5",Газированный напиток Pepsi Light;Газированный напиток Pepsi,газированный напиток,кола,,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-17998155-2013,"вода, краситель (Е150d), регуляторы кислотности (E330, Е338), подсластители (Е950, Е951), консервант (Е211), кофеин (не более 150 мг/л), ароматизаторы",0.4 ккал,,"6 мес., хранить при температура от 0 до +35 градусов, беречь от воздействия прямого солнечного света",Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,"Пепси лайт пэт 1,5л",Газированный напиток Pepsi Light,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi-light/163584574,"1,5",Газированный напиток Pepsi Light;Газированный напиток Pepsi;Газированный напиток Pepsi Lime;Газированный напиток Pepsi;Газированный напиток Pepsi;Газированный напиток Pepsi Wild Cherry,газированный напиток,кола,,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-17998155-2013,"вода, краситель (Е150d), регуляторы кислотности (E330, Е338), подсластители (Е950, Е951), консервант (Е211), кофеин (не более 150 мг/л), ароматизаторы",0.4 ккал,,"6 мес., хранить при температура от 0 до +35 градусов, беречь от воздействия прямого солнечного света",Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,"Пепси макс 0,5л пэт",Газированный напиток Pepsi Light,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi-light/163584574,"0,5",Газированный напиток Pepsi Light,газированный напиток,кола,,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-17998155-2013,"вода, краситель (Е150d), регуляторы кислотности (E330, Е338), подсластители (Е950, Е951), консервант (Е211), кофеин (не более 150 мг/л), ароматизаторы",0.4 ккал,,"6 мес., хранить при температура от 0 до +35 градусов, беречь от воздействия прямого солнечного света",Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,"Пепси макс 1,5л пэт",Газированный напиток Pepsi Max,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi-max/434508516,"1,5",Газированный напиток Pepsi Max;Газированный напиток Pepsi Max;Газированный напиток Pepsi;Газированный напиток Pepsi Lime;Напиток сильногазированный Pepsi max;Газированный напиток Pepsi Wild Cherry,газированный напиток,,,сильногазированный,пластиковая бутылка,,"вода, краситель E150d, подсластители (E951, E950), ароматизаторы, регуляторы кислотности (E338, E331(iii), E330), кофеин (не более 150 мг/л)",0.4 ккал,0.06 г,,Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,"Пепси пэт 0,5л",Газированный напиток Pepsi Light,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi-light/163584574,"0,5",Газированный напиток Pepsi Light,газированный напиток,кола,,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-17998155-2013,"вода, краситель (Е150d), регуляторы кислотности (E330, Е338), подсластители (Е950, Е951), консервант (Е211), кофеин (не более 150 мг/л), ароматизаторы",0.4 ккал,,"6 мес., хранить при температура от 0 до +35 градусов, беречь от воздействия прямого солнечного света",Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,"Пепси пэт 1,5л",Газированный напиток Pepsi,https://market.yandex.ru/product--gazirovannyi-napitok-pepsi/163585534,"1,5",Газированный напиток Pepsi;Газированный напиток Pepsi Wild Cherry;Газированный напиток Pepsi Lime;Газированный напиток Pepsi Light;Газированный напиток Pepsi Dark Vanilla;Напиток сильногазированный Pepsi max,газированный напиток,кола,,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-17998155-2013,"вода, сахар, краситель (Е150d), регулятор кислотности (E338), кофеин (не более 150 мг/л), ароматизатор ""Пепси""",45 ккал,11.2 г,"6 мес., хранить при температура от 0 до +35 градусов, беречь от воздействия прямого солнечного света",Pepsi,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,Питьевая вода AQUA MINERALE без газа 5 л,"Вода питьевая Aqua Minerale негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-aqua-minerale-negazirovannaia-pet/157467568,5,"Вода питьевая Aqua Minerale негазированная, ПЭТ;Вода питьевая Аква Минерале плюс с магнием негазированная, ПЭТ;Вода питьевая Aqua Minerale Active негазированная Цитрус, спорт ПЭТ;Вода питьевая Aqua Minerale газированная, ПЭТ;Вода питьевая Аква Минерале негазированная, стекло;Вода питьевая Aqua Minerale Active негазированная Малина, ПЭТ",,,,,,ТУ 0131-001-17998155-00,"мг/л: минерализация: 50-500, калий - 10, кальций - 30, магний - 20, сульфаты - 100, хлориды - 50, гидрокарбонаты - 200",,,24 мес.,Aqua Minerale,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,очищенная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,"Питьевая вода Bon-Aqua негазированная 0,5л",Вода питьевая Bon Aqua негазированная ПЭТ,https://market.yandex.ru/product--voda-pitevaia-bon-aqua-negazirovannaia-pet/158325495,"0,5",Вода питьевая Bon Aqua негазированная ПЭТ;Вода питьевая Bon Aqua газированная ПЭТ;Вода питьевая Bon Aqua Viva негазированная Яблоко ПЭТ спорт;Вода питьевая Bon Aqua Viva негазированная Лайм ПЭТ спорт;Вода питьевая Bon Aqua Viva негазированная Лимон ПЭТ спорт,,,,,,,"магний - 5-40 мг/л, кальций - 15-45 мг/л, натрий 1-15 мг/л, калий < 5 мг/л, хлориды - 30-140 мг/л, гидрокарбонаты < 100 мг/л, сульфаты < 20 мг/л",,,"9 мес., при температуре от 5 до 35°С",BonAqua,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация 0,1 - 0,35 г/л; срок годности 9 месяцев",,,,,,,,,питьевая,пластик,очищенная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,"Питьевая вода BON AQUA с газом/без газа 2 л. При покупке от  12 шт. цена - 29,90 руб.",Вода питьевая Bon Aqua негазированная ПЭТ,https://market.yandex.ru/product--voda-pitevaia-bon-aqua-negazirovannaia-pet/158325495,2,Вода питьевая Bon Aqua негазированная ПЭТ;Вода питьевая Bon Aqua газированная ПЭТ,,,,,,,"магний - 5-40 мг/л, кальций - 15-45 мг/л, натрий 1-15 мг/л, калий < 5 мг/л, хлориды - 30-140 мг/л, гидрокарбонаты < 100 мг/л, сульфаты < 20 мг/л",,,"9 мес., при температуре от 5 до 35°С",BonAqua,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация 0,1 - 0,35 г/л; срок годности 9 месяцев",,,,,,,,,питьевая,пластик,очищенная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,Питьевая вода BON AQUA с газом/без газа 2 л. При покупке от 12 шт. Цена за 1 шт. – 25.90 руб.,Вода питьевая Bon Aqua негазированная ПЭТ,https://market.yandex.ru/product--voda-pitevaia-bon-aqua-negazirovannaia-pet/158325495,2,Вода питьевая Bon Aqua негазированная ПЭТ;Вода питьевая Bon Aqua газированная ПЭТ,,,,,,,"магний - 5-40 мг/л, кальций - 15-45 мг/л, натрий 1-15 мг/л, калий < 5 мг/л, хлориды - 30-140 мг/л, гидрокарбонаты < 100 мг/л, сульфаты < 20 мг/л",,,"9 мес., при температуре от 5 до 35°С",BonAqua,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация 0,1 - 0,35 г/л; срок годности 9 месяцев",,,,,,,,,питьевая,пластик,очищенная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,Питьевая вода BON AQUA с газом/без газа 2 л. При покупке от 12 шт. Цена за 1 шт. – 29.90 руб.,Вода питьевая Bon Aqua негазированная ПЭТ,https://market.yandex.ru/product--voda-pitevaia-bon-aqua-negazirovannaia-pet/158325495,2,"Вода питьевая Bon Aqua негазированная ПЭТ;Вода питьевая Bon Aqua газированная ПЭТ;Вода питьевая Bon Aqua среднегазированная ПЭТ;Вода питьевая Bon Aqua негазированная стекло;Вода родниковая Aparan негазированная, ПЭТ;Вода питьевая Bon Aqua Viva негазированная Яблоко ПЭТ спорт",,,,,,,"магний - 5-40 мг/л, кальций - 15-45 мг/л, натрий 1-15 мг/л, калий < 5 мг/л, хлориды - 30-140 мг/л, гидрокарбонаты < 100 мг/л, сульфаты < 20 мг/л",,,"9 мес., при температуре от 5 до 35°С",BonAqua,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация 0,1 - 0,35 г/л; срок годности 9 месяцев",,,,,,,,,питьевая,пластик,очищенная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,Питьевая вода BON AQUA с газом/без газа 2 л. При покупке от 12 шт. Цена за 1 шт. – 32.90 руб.,Вода питьевая Bon Aqua негазированная ПЭТ,https://market.yandex.ru/product--voda-pitevaia-bon-aqua-negazirovannaia-pet/158325495,2,Вода питьевая Bon Aqua негазированная ПЭТ;Вода питьевая Bon Aqua газированная ПЭТ,,,,,,,"магний - 5-40 мг/л, кальций - 15-45 мг/л, натрий 1-15 мг/л, калий < 5 мг/л, хлориды - 30-140 мг/л, гидрокарбонаты < 100 мг/л, сульфаты < 20 мг/л",,,"9 мес., при температуре от 5 до 35°С",BonAqua,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация 0,1 - 0,35 г/л; срок годности 9 месяцев",,,,,,,,,питьевая,пластик,очищенная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,"Питьевая вода BON AQUA с газом/без газа, Россия, 0,5 л. При покупке от 24 шт. Цена за 1 шт. – 19.90 руб.",Вода питьевая Bon Aqua негазированная ПЭТ,https://market.yandex.ru/product--voda-pitevaia-bon-aqua-negazirovannaia-pet/158325495,"0,5","Вода питьевая Bon Aqua негазированная ПЭТ;Вода питьевая Bon Aqua газированная ПЭТ;Вода питьевая Bon Aqua негазированная стекло;Природная питьевая вода Байкальская глубинная BAIKAL430, ПЭТ;Вода питьевая Новотерская негазированная, ПЭТ;Вода питьевая Bon Aqua среднегазированная ПЭТ",,,,,,,"магний - 5-40 мг/л, кальций - 15-45 мг/л, натрий 1-15 мг/л, калий < 5 мг/л, хлориды - 30-140 мг/л, гидрокарбонаты < 100 мг/л, сульфаты < 20 мг/л",,,"9 мес., при температуре от 5 до 35°С",BonAqua,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация 0,1 - 0,35 г/л; срок годности 9 месяцев",,,,,,,,,питьевая,пластик,очищенная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,Питьевая вода Аква минерале 2л негазированная,"Вода питьевая Aqua Minerale негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-aqua-minerale-negazirovannaia-pet/157467568,2,"Вода питьевая Aqua Minerale негазированная, ПЭТ;Вода питьевая Aqua Minerale газированная, ПЭТ",,,,,,ТУ 0131-001-17998155-00,"мг/л: минерализация: 50-500, калий - 10, кальций - 30, магний - 20, сульфаты - 100, хлориды - 50, гидрокарбонаты - 200",,,24 мес.,Aqua Minerale,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,очищенная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,Питьевая вода Аква Минерале газированная 2л,"Вода питьевая Aqua Minerale газированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-aqua-minerale-gazirovannaia-pet/157465524,2,"Вода питьевая Aqua Minerale газированная, ПЭТ",,,,,,,"мг/л: калий - 10; кальций - 30; магний - 20; сульфаты - 100; хлориды - 50; гидрокарбонаты - 200; общая минерализация: 50-500 мг/л; общая жесткость: < 7 мг-экв/л CO2 - 0,2-0,8 %",,,6 мес.,Aqua Minerale,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,очищенная,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,"Питьевая вода КАЛИНОВ РОДНИК * Наличие товара уточняйте в Вашем ТЦ МЕТРО 0,5 л","Вода минеральная Калинов Родник негазированная, ПЭТ",https://market.yandex.ru/product--voda-mineralnaia-kalinov-rodnik-negazirovannaia-pet/424228094,"0,5","Вода минеральная Калинов Родник негазированная, ПЭТ;Вода питьевая Калинов Родник негазированная, спорт-ПЭТ;Вода Калинов Родник со вкусом лайма негазированная, спорт-ПЭТ",,,,,,ТУ 0131-005-23444952-04,"гидрокарбонаты - 300-500 мг/л, натрий - 2-30мг/л, кальций - 30-150 мг/л, магний - 10-60 мг/л, калий- 0,5-15 мг/л, сульфаты - 20-60 мг/л, хлориды - 5-30 мг/л; общая минерализация , г/дм3 - 0,3-0,8",,,"12 мес., при температуре от +5°С до +25°С",Калинов Родник,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,срок хранения воды после вскрытия бутылки не более 3 суток; по истечении 3 суток после вскрытия воду рекомендуется кипятить; беречь от воздействия прямого солнечного света; срок годности 6 месяцев,,,,,,,,,питьевая,пластик,природная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,"Питьевая газированная вода Сенежская, 1,5 л","Вода минеральная Сенежская газированная, ПЭТ",https://market.yandex.ru/product--voda-mineralnaia-senezhskaia-gazirovannaia-pet/165123590,"1,5","Вода минеральная Сенежская газированная, ПЭТ;Вода минеральная Сенежская негазированная, ПЭТ;Вода минеральная Сенежская+кислород газированная, ПЭТ;Вода питьевая Святой Источник негазированная, ПЭТ;Вода питьевая Святой Источник газированная, ПЭТ;Вода питьевая Главвода негазированная, ПЭТ",,,,сильногазированная,,ГОСТ Р 54316-2011,"мг/л: кальций 50-80, магний 15-40, калий 20, гидрокарбонат 250-450",,,12 мес.,Сенежская,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"общая минерализация: 0,3-0,7 мг/л",,,,,,,,,минеральная,пластик,гидрокарбонатная магниево-кальциевая,,да,,,,,,,,,,да,слабоминерализованная,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,"Питьевая негазированная вода Сенежская, 1,5 л","Вода минеральная Сенежская негазированная, ПЭТ",https://market.yandex.ru/product--voda-mineralnaia-senezhskaia-negazirovannaia-pet/165123614,"1,5","Вода минеральная Сенежская негазированная, ПЭТ;Вода минеральная Сенежская газированная, ПЭТ;Вода питьевая Новотерская негазированная, ПЭТ;Вода питьевая Святой Источник негазированная, ПЭТ;Вода питьевая Главвода негазированная, ПЭТ;Вода питьевая родниковая NOY негазированная, ПЭТ",,,,,,,"мг/л: HCO3- 250-450, Ca2+ 50-80, Mg2+ 15-40",,,12 мес.,Сенежская,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация: 0,3-0,7 мг/л",,,,,,,,,минеральная,пластик,гидрокарбонатная магниево-кальциевая,,,,,,,,,,,,да,слабоминерализованная,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,"Питьевая негазированная вода Шишкин лес, 0,4 л","Питьевая вода Шишкин лес негазированная, ПЭТ",https://market.yandex.ru/product--pitevaia-voda-shishkin-les-negazirovannaia-pet/163584736,"0,4","Питьевая вода Шишкин лес негазированная, ПЭТ;Питьевая вода Шишкин лес Спорт негазированная, ПЭТ;Питьевая вода Шишкин лес газированная, ПЭТ;Питьевая вода Шишкин Лес Junior негазированная, ПЭТ;Питьевая вода Шишкин Лес Детская негазированная, ПЭТ спортивный колпачок",,,,,,ТУ 0131-001-18551114,"натрий 20-200 мг/л, кальций 20 мг/л, магний 5 мг/л, сульфаты 5-100 мг/л, гидрокарбонаты 30-450 мг/л, фтор 1,5 мг/л",,,"12 мес., при t от +2 до +20°С",Шишкин Лес,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"общая минерализация не более 0,7 г/л",,,,,,,,,питьевая,пластик,природная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,"Питьев вода Bon-Aqua  газированная, 0,5л",Вода питьевая Bon Aqua газированная ПЭТ,https://market.yandex.ru/product--voda-pitevaia-bon-aqua-gazirovannaia-pet/158327488,"0,5",Вода питьевая Bon Aqua газированная ПЭТ,,,,,,ТУ 0131-007-40227765,"натрий 100-200 мг/л, кальций 25-70 мг/л, магний 10-50 мг/л, калий < 5 мг/л, гидрокарбонаты 250-400 мг/л, хлориды 150-250 мг/л, сульфаты < 30 мг/л",,,"6 мес., при t от 0°C до 35°C",BonAqua,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,общая минерализация 500-1000 мг/л,,,,,,,,,питьевая,пластик,очищенная,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,"Саган Гора напиток безалкогольный 0,5 л.",Газированный напиток ЕМВ Тархун,https://market.yandex.ru/product--gazirovannyi-napitok-emv-tarkhun/656502046,"0,5",Газированный напиток ЕМВ Тархун;Газированный напиток Крым Дюшес;Газированный напиток Мингаз Тархун;Газированный напиток Мингаз Дюшес;Газированный напиток Калиновъ Лимонадъ Тархун;Газированный напиток Мингаз Лимонад,газированный напиток,тархун,,сильногазированный,стеклянная бутылка,ГОСТ 28188-2014,"вода питьевая, прошедшая систему очистки, сахар, ароматизатор ""Тархун"" (ароматические вещества, ароматизирующие составляющие; красители: тартразин, синий патентованный V, соль), регулятор кислотности лимонная кислота, консервант бензоат натрия",40 ккал,10.2 г,,ЕМВ (Ессентукский завод минеральных вод),Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,"Сан Пеллегрино Гранат Черная Смородина 0,33 л",Газированный напиток Sanpellegrino Momenti с соком граната и черной смородины,https://market.yandex.ru/product--gazirovannyi-napitok-sanpellegrino-momenti-s-sokom-granata-i-chernoi-smorodiny/659809223,"0,33",Газированный напиток Sanpellegrino Momenti с соком граната и черной смородины;Газированный напиток Sanpellegrino Melograno e arancia Гранат и апельсин;Газированный напиток Sanpellegrino Aranciata Апельсин;Газированный напиток Sanpellegrino Aranciata Rossa Красный апельсин;Газированный напиток Sanpellegrino Aranciata Rossa Красный апельсин;Газированный напиток Sanpellegrino Chinotto Померанец,газированный напиток,"гранат, смородина",да,сильногазированный,металлическая банка,,"вода, сахар, гранатовый сок восстановленный (3%), сок черной смородины восстановленный (3%), натуральные ароматизаторы, концентрат сока моркови, регулятор кислотности (лимонная кислота), концентрат сока черной смородины
свернуть",,,,Sanpellegrino,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,срок годности 12 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
